name,long_description,short_description
marowak,"Marrón, Tras evolucionar de Cubone, su cráneo y el cráneo de su madre se han fusionado, formando una nueva coraza mucho más cómoda y resistente que la anterior.",
marshadow,"Gris, Marshadow está basado en los nightmarchers, los cuales en la mitología hawaiana son los fantasmas de antiguos guerreros hawaianos. Marshadow es un ser oscuro y pequeño. Es bípedo, tiene unos grandes ojos naranjas iluminados con toques amarillos. Lo que envuelve su cabeza se asemeja a la forma de un casco de guerra con tres protuberancias con forma de cuernos en la parte superior. Lleva una especie de bufanda sombría y dos rastros que se extienden desde sus pies para estar conectado a las sombras en todo momento.",
marshtomp,"Azul, Marshtomp es un Pokémon bípedo anfibio. Su cuerpo es principalmente de color azul claro, y su vientre es de color naranja. La cabeza de Marshtomp tiene una aleta angular negra, sus ojos son de color naranja, y las branquias también son de color naranja que están en los extremos de las dos mejillas. Tiene los brazos largos, que termina con manos de tres dedos. En sus pies tienen tres dedos pequeños, y tiene dos aletas negras en sus patas traseras.",
masquerain,"Azul, Masquerain es considerado como el Pokémon globo ocular, por la forma de sus antenas, en las cuales tiene dibujados un par de ojos, los cuales simulan el rostro de un temible depredador. Esto es su principal arma para intimidar a su oponente. Dichos ojos puede moverlos en diferentes formas de modo que representen diferentes emociones de acuerdo a la situación.",
mawile,"Negro, Mawile esta inspirado en la Futakuchi-onna, un demonio japonés cuya forma es la de una mujer con dos bocas, una de ellas en la parte trasera de su cabeza.",
medicham,"Rojo, A Medicham le gusta tanto la meditación que a veces olvida sus propias necesidades. Algunas personas aseguran haber visto a Medicham levitando en plena meditación. Suelen vivir en templos budistas, situados en sitios altos y fríos, junto con Meditite.",
meditite,"Azul, Los Meditite son Pokémon muy meditadores, por lo cual se les ve asociados con la levitación y buda; sin embargo, pueden luchar de una forma increíble.
Se dice que si no pelea se pasa todo el día meditando porque según su especie eso incrementa la fuerza. Si alguien intenta atacarlo, primero se defenderá y luego intentará acertar un golpe duro, al meditar la mayoría del tiempo, su ataque se encuentra modificado y alterado en la mayor parte del día.",
melmetal,"Gris, Al igual que su preevolución Meltan, el grueso de su cuerpo está compuesto de una mayor cantidad de metal líquido, añadiéndose varias tuercas gigantescas de color grisáceo incrustadas en lo que son sus manos, codos, hombros, patas, y una de menor tamaño a modo de ombligo. Rodeando horizontalmente todo su pecho tiene otra enorme tuerca del mismo tono amarillo que la que tiene a modo de ojo. Esta es usada por Melmetal a modo de eje cuando ejecuta ferropuño doble para así atacar girando a gran velocidad con sus puños.",
meloetta,"Blanco, Meloetta está basado en una musa, seres de la mitología griega que eran guardianas del arte y fuente de inspiración de los artistas. Las dos formas de Meloetta están basadas en dos musas distintas y en varios conceptos:",
meltan,"Gris, La mayor parte del cuerpo de Meltan está compuesta de metal líquido (parecido al mercurio), lo que le confiere una silueta maleable y fluida. Su cabeza se compone de una gran tuerca dorada en cuyo hueco flota su ojo. En su espalda posee un cable rojo pelado a modo de cola. A pesar de que siempre llevan la tuerca de su cabeza, y nacen con ella, hay casos en los que Meltan puede perder la tuerca por accidente, como se ha podido ver en el episodio EP1055. En ese caso, el ojo de Meltan deja de flotar, y debe mantenerlo sostenido sobre su propio cuerpo.",
meowstic,"Blanco, Azul, Meowstic está basado en un gato doméstico, así como en los nekomata del folclore japonés. Sus pelajes tienen los mismos colores, pero invertidos según el sexo. Los machos tienen un aspecto principalmente azulado con zonas blancas, en contraste con la apariencia blanca y con zonas azules de las hembras. Sus movimientos y habilidad oculta varían según su sexo, al igual que su apariencia. El macho es más defensivo; en cambio, la hembra es más ofensiva.",
meowth,"Amarillo, Es un Pokémon con apariencia de gato, y está basado en el Maneki-neko (gato de la suerte japonés). En su cabeza porta un amuleto en forma de moneda. Se trata de una antigua moneda japonesa hecha de oro llamada Koban, símbolo de la buena fortuna en Japón. De ahí aparece su principal ataque llamado día de pago, que consiste en lanzar muchas monedas al oponente que aparentemente salen de su cabeza. También es reconocido por tener un color con un tono parecido al beige y un tono marrón al final de cada pata trasera y cola, incluso obtiene tono negro en cada oreja.",
mesprit,"Rosa, Mesprit está basado en un sprite y en el color magenta. Su pequeño cuerpo es gris claro, y es similar a Uxie y a Azelf excepto por su cabeza, que es de color magenta. Esta misma tiene forma esférica con una joya incrustada en su frente y además tiene cuatro extensiones caídas de forma casi cilíndrica, ojos amarillos y párpados de color celeste como su cuerpo.",
metagross,"Azul, Metagross está basado en un superordenador y en alguna clase de artrópodo como un arácnido.",
metang,"Azul, Metang está basado en la unión de dos Beldum y tiene una apariencia similar a un cangrejo.",
metapod,"Verde, Metapod está basado en la crisálida de una mariposa. Su piel es de color verde intenso, en la que solamente sus ojos son visibles. Su boca es el pequeño rombo que tiene un poco debajo de la altura de sus ojos, por donde puede disparar su disparo demora.",
mew,"Rosa, La forma de Mew es derivada del gato esfinge, ya que es de aspecto felino, color rosado y, además, se dice que este Pokémon sí tiene pelo; sólo que a tamaño microscópico al igual que el verdadero animal. Mew tiene grandes poderes psíquicos y los usa para esconderse o se oculta transformándose en otro Pokémon.",
mewtwo,"Morado, Mewtwo es un Pokémon artificial creado por científicos entre los que destaca el Dr. Fuji a partir del ADN de Mew, este Pokémon bípedo, posee un cuerpo blanquecino, de sus sienes sobresalen un par de protuberancias rectangulares, tiene un tubo que se extiende desde el hueso occipital de su cráneo hasta su espina dorsal. Posee el vientre de una tonalidad púrpura, misma que se extiende hasta su larga cola. Mewtwo tiene tres dedos en cada mano y en cada pata con una especie de almohadillas. Sus ojos de color púrpura son fríos y brillantes con los cuales infunden de temor a sus oponentes.",
mienfoo,"Amarillo, Mienfoo está basado en un armiño y un luchador de kung-fu, arte marcial que trata del dominio de la mente sobre el cuerpo.",
mienshao,"Morado, Mienshao está basado en un armiño con características de un luchador de kungfu y también en una leyenda japonesa, el kamaitachi. Tiene unos largos bigotes, indicadores de que se ha pasado gran parte de su vida entrenando. Sus brazos largos hacen recordar a las extremidades superiores de una mantis, animal que representa un tipo de kungfu.",
mightyena,"Gris, Este Pokémon tiene un abundante pelo negro y gris, ojos de color rojo, una larga cola abundante, tiene un pequeño triángulo parecido a un colmillo bajo cada ojo. Podría estar basado en una hiena parda o en una hiena rayada, dos de los cuatro miembros de la pequeña familia de los Hyaenidae. Tiene unos dientes muy afilados: cualquier presa que quiera no se le escapa. Corre muy rápido. Si llega a encontrarse en una situación comprometedora, sólo hace uso de un temible rugido que ahuyenta lejos al rival, descripción no muy diferente a la de ambas especies previamente nombradas.",
milcery,"Blanco, Milcery está basado en la salpicadura de una gota de leche.",
milotic,"Rosa, Milotic está basado en un pez remo, una sirena y en serpientes marinas. Particularmente es parecido al monstruo legendario Ogopogo, que se dice que habita en el lago Okanagan, en la Columbia Británica (Canadá).",
miltank,"Rosa, Miltank está basada en una vaca. Cuenta con una cola que termina en una esfera brillante y negra. Tiene cuernos de un color claro, una cubierta negra alrededor de la cabeza y manchas negras. La zona alrededor de las ubres es de color crema con estas de color rosado.",
mimikyu,"Amarillo, Mimikyu está basado tanto en los disfraces de fantasma hechos con una sábana y en el Bugul Noz, personaje de la mitología bretona, que habla sobre un amable espíritu de hada el cual es tan horriblemente feo que incluso los animales del bosque lo evitan, haciendo que se sienta muy solo. Mimikyu es un Pokémon pequeño cuyo cuerpo está casi completamente cubierto por un saco. Sus pequeños ojos negros pueden verse en agujeros en el cuerpo del disfraz, y parte de su cuerpo real de color negro puede verse en la parte baja. El disfraz es parecido a un Pikachu, la tela es de un tono amarillo pálido con unas orejas de punta negra y la cara de Pikachu está dibujada con pinturas de colores.",
minccino,"Gris, Minccino está basado en una chinchilla, una especie de roedor con pelaje frondoso y de color grisáceo. Los Minccino tienen orejas largas y redondeadas y son muy peludos. Su cola es parecida a un plumero y la usan para limpiar todo lo que encuentren. Las puntas de su cola y orejas son blancas.",
minior,"Rojo, Morado, Amarillo, Azul, Marrón, Verde, Minior está basado en un meteorito, aunque su núcleo está inspirado en unos caramelos japoneses llamados konpeitō, los cuales se caracterizan por poseer forma estrellada y ser de múltiples colores.",
minun,"Amarillo, Minun es un Pokémon animador. Es muy cariñoso, y tal como Pikachu, se puede poner sobre el hombro y la cabeza de su entrenador. Suele animar a sus compañeros y amigos con chispas y chisporroteos alegres. Este pequeño Pokémon suele preocuparse más por sus amigos que por él mismo. Durante la lluvia, se esconde bajo los tejados de las casas ya que odia el agua.",
misdreavus,"Gris, Este Pokémon está basado en una Banshee. A este Pokémon fantasmagórico le gusta asustar a los niños que van solos por la noche, aunque sólo lo hace por diversión propia, normalmente usa como arma sus gritos, que a su vez es lo que más los caracteriza. Las perlas de su cuello son su fuente de poder, si alguna se cayera, la fuerza de Misdreavus se debilitaría, por eso cuando le atacan las cuida con gran esmero para que no las dañen. Misdreavus es un Pokémon muy solitario, por lo que normalmente se le puede encontrar en casas abandonadas y cementerios. Para agarrar objetos usa dos mechones de su cabello como manos.",
mismagius,"Morado, Mismagius esta basado en magos y brujas, aunque sus gritos y cantos hacen referencia a una banshee.",
moltres,"Amarillo, Moltres es un enorme pájaro de color amarillento, con una cresta llameante en la cabeza y unas patas de color marrón rojizo. Sus alas y su cola están envueltas en llamas asemejándose mucho a un Fénix.",
monferno,"Marrón, Monferno está basado en un babuino, por el copete que tiene en la cabeza y su larga cola, además de por la contextura de su cuerpo (piernas cortas y brazos largos), a pesar de que su tupido pelaje blanco en el cuello es un rasgo del hamadríade o papión sagrado, y sus colores rojo y azul en la cara son rasgos de un mandril.",
morelull,"Morado, Morelull está basado en un hongo foxfire y en los anillos de hadas, que son círculos formados por hongos que se decía que eran puertas a reinos mágicos.",
morgrem,"Rosa, Morgrem está basado tanto en un gremlin, como en un goblin, ambas criaturas mitológicas del folclore europeo.",
morpeko,"Amarillo, Morpeko está basado en un cobaya o conejillo de indias.",
mothim,"Amarillo, Mothim esta basado en la polilla Atlas. Es un Pokémon polilla que suele habitar en las praderas y campos abiertos donde abundan las flores. Su principal fuente alimenticia es la miel, ya que adora las cosas dulces. Este Pokémon suele alimentarse robando la miel que laboriosamente fabrica Combee. No tiene nido.",
mudbray,"Marrón, Mudbray está basado en un burro.",
mudkip,"Azul, Mudkip está basado en un pez del fango y en un ajolote.",
mudsdale,"Marrón, Mudsdale está basado en un caballo de tiro.",
muk,"Morado, Muk está hecho de desechos tóxicos y de lodo, su cuerpo desprende un fétido olor superior al de su preevolución, Grimer, el cual aleja a sus oponentes, pues puede hacerlos desmayar, sin embargo, Muk parece ser incapaz de oler su hedor.",
munchlax,"Negro, Munchlax, al igual que Snorlax, se dedica a comer y a dormir, aunque es algo más activo que su evolución. Puede deberse a que es mas pequeño y que se puede aburrir todo el día durmiendo. A Munchlax le encanta comer toda clase de alimentos. Este Pokémon no aparenta su peso, ya que para su pequeño tamaño llega a alcanzar más de 100 kg. Es un Pokémon muy lento, pero si ve algo comestible, irá a por lo que sea rápidamente.",
munna,"Rosa, Munna está basado en un baku, un espíritu japonés con forma de tapir que se come los sueños. Munna es de color rosa con un diseño de flores moradas en la parte trasera.",
murkrow,"Negro, Murkrow es un Pokémon malvado y tenebroso. Le gusta molestar a la gente que transita los bosques donde vive. Murkrow era el Pokémon acompañante de las brujas en la antigüedad dándole más misticismo a la naturaleza de este Pokémon. Le atraen especialmente los objetos brillantes, y se dedica a ir recolectando en su nido los objetos brillantes que va encontrando en el bosque. A veces, ha llegado a atacar a humanos para quitarles objetos brillantes y puede llegar a ser muy molesto si roban una medalla.",
musharna,"Rosa, En cuanto a su aspecto, Musharna está basado en un tapir, tiene el rostro de color rosa y su cuerpo es lila. Subsiste en una posición fetal y siempre con los ojos cerrados. ",
naganadel,"Morado, Naganadel está basado en una avispa y en un dragón o un guiverno. Sus colores son principalmente de una escala de violetas: su cabeza, cuello y extremidades son de un tono más claro que las otras partes de su cuerpo, mientras que en su cintura este color se torna un tanto más oscuro. Posee un par de alas en su espalda. En su cuerpo, cabeza y alas resaltan varias manchas fucsias. En la parte inferior de su cuerpo hay un anillo fucsia del cual surge un gran aguijón y hacia ambos costados tiene dos aguijones de menor tamaño. Ambos hombros tienen espinas alargadas y grisáceas. Sus ojos son celestes y están bordeados por patrones fucsias. ",
natu,"Verde, Natu está basado en los loros kakapo. Natu es un pequeño pájaro Pokémon principalmente verde con un cuerpo casi esférico. Posee pequeñas alas de colores brillantes y tiene una pluma roja en la parte superior de su cabeza. También tiene los ojos almendrados y parece que siempre está viendo algo. Su diseño está inspirado en su mayoría por nativos diseños americanos.",
necrozma,"Negro, Azul, Amarillo, Necrozma está basado en un prisma y en la refracción de luz. Su cuerpo está constituido por un material cristalino y oscuro, con un aspecto bastante abstracto. Posee el diseño de una estrella en la parte trasera de su cabeza. Sus rasgos faciales son de los siete colores del arcoíris.",
nickit,"Marrón, Nickit está basado en un zorro rojo de rasgos muy marcados. Posee patrones en su rostro que recuerdan a las máscaras kabuki japonesas, específicamente la que representa al zorro, aunque los patrones alrededor de sus ojos son similares a un tanuki. Sus orejas son un tanto largas y negras por la zona exterior y marrón en su interior, su cabeza es redonda y prima el color marrón, aunque es posible apreciar el color negro en el contorno de los ojos, también la mayor parte de su cuerpo es marrón y tiene toques negros en el extremo de su cola, la cual además asemeja una especie de escoba, y en sus patas.",
nidoking,"Morado, Está basado en Baragon, un Kaiju japonés perteneciente a la franquicia de Godzilla, al igual que su contraparte Nidoqueen. Al evolucionar de Nidorino a Nidoking, el cuerpo de este Pokémon cambia bastante, pasa de ser cuadrúpedo a ser bípedo, adquiere una fuerte coraza que le protege de cualquier golpe. sus patas delanteras se convierten en un par de brazos acabados en unas garras, que puede usar a modo de manos. Sus orejas siguen siendo grandes y su cuerno también y sigue manteniendo el aspecto espinoso de su espalda como sus anteriores evoluciones.",
nidoqueen,"Azul, Este Pokémon Bípedo posee escamas de tonalidad azulada, además de dos placas en el pecho de color amarillo, al igual que en la parte inferior del abdomen y en la parte inferior de su mandíbula. Tiene dos enormes orejas similares a las de sus preevoluciones y una hilera de púas que va desde la frente de su cabeza hasta su cola, las cuales secretan veneno.",
nidorina,"Azul, Es un Pokémon que básicamente reside en los campos de hierba alta, es de naturaleza muy dócil. De un tamaño muy similar a Nidorino, es de tonalidad azulada y a diferencia del antes mencionado carece de un cuerno en su cabeza que según parece se ha atrofiado para evitar herir a sus crías. A pesar de su docilidad tiene unas púas en todo su cuerpo que usa para defenderse erizándolas de un golpe, sin embargo, como sus púas crecen más lentamente que las de Nidorino, suele usar los mordiscos y arañazos para combatir, aunque también se les ha visto emitir ondas ultrasónicas para confundir al enemigo. ",
nidorino,"Morado, Al evolucionar de Nidoran♂ a Nidorino, sigue manteniendo el color de su cuerpo y las púas de su espalda, sin embargo adquiere una apariencia más robusta y fuerte. Los incisivos de su anterior evolución se han convertido en un par de colmillos que puede usar para atacar, y el cuerno de su frente parece haberse desarrollado aun más. Nidorino y Nidorina, pero tienen tantas diferencias y tan notorias, que la Pokédex los trata como 2 especies diferentes.",
nihilego,"Blanco, Nihilego esta basado en una medusa, concretamente en una medusa común. Al fusionarse con Samina, tiene un ligero parecido  a una medusa inmortal, la cual es capaz de volver a una forma joven cuando alcanza una edad avanzada.",
nincada,"Gris, Nincada está basado en la fase de ninfa de una cigarra.",
ninetales,"Amarillo, Ninetales es un Pokémon muy parecido a un kitsune, un zorro de nueve colas de la mitología japonesa. Su pelaje es de color dorado, el cual se va haciendo más intenso a medida que envejece y las puntas de sus colas de un color amarillo mostaza o naranja, que al paso de los años va cambiando de color.",
ninjask,"Amarillo, Ninjask está basado tanto en una cigarra como en un ninja. Su cabeza es amarilla y su cuerpo es negro, salvo una franja del color de su cabeza. Sus alas son blancas con triángulos rojos en la punta. Sus ojos son también de un color rojizo y posee unas garras grises.",
noctowl,"Marrón, Noctowl está basado en un búho de bosque y, al igual que ellos, Noctowl es un Pokémon nocturno. Como la mayoría de Pokémon que son activos durante la noche, Noctowl posee una vista privilegiada. Sus ojos están muy desarrollados y puede ver con increíble claridad en la oscuridad más densa. Por si eso fuera poco también es muy bueno acercándose sigilosamente a sus víctimas gracias a sus suaves, ligeras y flexibles alas que no hacen ruido alguno al volar.",
noibat,"Morado, Noibat está basado en un murciélago y en un altavoz.",
noivern,"Morado, Noivern está basado en un murciélago, un wyvern y en un altavoz. Su cuerpo es de color negro y morado y sus alas de un gran tamaño le dan una apariencia más aerodinámica. Un pelaje blanquecino cubre su cuello, y su nariz de gran envergadura tiene una particular forma de V con un llamativo color rojo. Su apariencia también recuerda vagamente a una gárgola. Tiene unas grandes orejas parecidas a amplificadores de radio o las de los murciélagos del género Plecotus.",
nosepass,"Gris, Nosepass está basado en un moái de la Isla Rapa Nui, Chile. Se caracteriza por tener una gran nariz magnética con la cual puede orientarse tomando como referencia al campo magnético de la tierra, esta no sólo le sirve para hallar el norte sino también para encontrar cualquier criatura que produzca la más mínima descarga de electricidad, y como todos los seres vivos para moverse generan pequeñas descargas, le resulta fácil encontrar cualquier ser que tenga vida. Es una gran ventaja ya que no necesita de sus ojos o su olfato para encontrar a su rival.",
numel,"Amarillo, Es un Pokémon de montaña con la apariencia de un dromedario, de color amarillo y con una joroba con manchas verdes en su lomo. Es un Pokémon muy lento y dormilón, pero cuando tiene hambre se pone muy activo. Mientras está durmiendo no se da cuenta que lo están atacando o se da cuenta mucho tiempo después. Vive en lugares donde haga calor cerca de volcanes.",
nuzleaf,"Marrón, Nuzleaf puede ser llorón, frío o cruel; por las bromas es conocido como el Pokémon astuto. Además, al evolucionar cambia mucho su personalidad: Shiftry es del tipo siniestro y pasa a representar al jefe entre los Nuzleaf y Seedot. Estos Pokémon suelen vivir en grupos, los Nuzleaf normalmente obedecerán fielmente al Shiftry que lidere la manada.",
obstagoon,"Gris, Obstagoon está basado tanto en un tejón europeo como en el estilo usado por la banda de rock Kiss. Concretamente, su lengua fuera es similar a la pose que adopta el cantante y bajista de la banda, Gene Simmons.",
octillery,"Rojo, El cuerpo de Octillery es muy viscoso y suave. Las ventosas de su cuerpo son depósitos de grasa que le dan más movilidad en la tierra, instintivamente se intentará meter en cualquier agujero por pequeño que sea. ",
oddish,"Azul, Oddish esta basado en un rábano, aunque por su comportamiento se asemeja también a una mandrágora en las leyendas. Su cuerpo carece de brazos y es de forma redondeada de color azul, aunque sí que tiene un par de patas del mismo color de su cuerpo. Posee largas hojas en su cabeza, las cuales cuando está enterrado en el suelo sobresalen pareciendo una planta común y corriente. Sus ojos son diminutos y de color rojizo.",
omanyte,"Azul, Se le creía extinto pero en varios laboratorios han podido ser resucitados a partir del fósil hélix.",
omastar,"Azul, Omastar es un Pokémon extinto, por lo cual no es posible atraparlo en estado salvaje, la única manera de obtenerlo es mediante la evolución de Omanyte o reviviendolo desde un fósil. Se dice que este Pokémon está extinto a causa de que su caparazón es demasiado pesado, lo cual lo volvía lento y le era difícil atrapar a su presa.",
onix,"Gris, Onix está basado en una gran serpiente hecha de roca con un gran cuerno del mismo material en su cabeza. Su cuerpo está compuesto de varias rocas unidas entre sí, estas rocas son capaces de rotar sobre su eje para poder excavar más rápido.",
oranguru,"Blanco, Oranguru está basado en un orangután y en un gurú.",
orbeetle,"Rojo, Orbeetle está basado en una mariquita, pero con rasgos que lo hacen ver casi robótico o alienígena. Al evolucionar, su cuerpo y cara se tornan ahora de un tono rojo oscuro, mientras sus ojos se conservan celestes, pero su tamaño disminuye notoriamente. Se puede destacar en los rasgos faciales una antena amarilla y además sus patas inferiores son puntiagudas y con extremos amarillos, mientras que las superiores ahora constan de garras. Su caparazón es rojo y tiene siete puntos azules. Poseen alas, pero escasamente las usa para volar, pues prefiere levitar.",
oricorio,"Morado, Rojo, Rosa, Amarillo, Oricorio está basado en un mielero hawaiano, y, al igual que estos, presentan distintas variantes según el tipo de flor de la que se alimenta. También está basado en distintas formas de danzas a lo largo del mundo, y sus cuatro variedades de color (amarillo, rosa, rojo y morado) son los colores oficiales1 de las cuatro islas principales de Hawái. Todas las formas de Oricorio se caracterizan por tener un pico curvado y rosado, y sus tres dedos por delante y uno atrás presentes en sus patas, que también se tornan de un tono rosa.",
oshawott,"Azul, Oshawott está basado en una nutria bípeda, así como en los antiguos samuráis japoneses. Esto lo da a conocer Ken Sugimori en una entrevista: ""Estuve preocupado durante un tiempo, hasta que fui a un acuario para examinar a las nutrias. Ahí vi un león marino, y me fijé en su tremendo poder. Bueno, intentamos mezclar una nutria marina con un león marino. Se me ocurrió la idea de hacer que la vieira de Oshawott se transformase en una espada (katana) que usaría en combate, tanto él como su evolución"".",
pachirisu,"Blanco, El cuerpo de Pachirisu es de color blanco con un toque de azul pastel. Su cabeza es algo grande en proporción con su cuerpo. Sus orejas son azules y muy puntiagudas, con una marca que apunta hacia la cara en su base. Sus patas son muy pequeñas, redondeadas y cortas, con tres dedos. Tiene unos mofletes amarillos en las mejillas, sus ojos son de color gris oscuro. Su cola enrollada y felpuda tiene tres picos azules en la parte superior, y es muy larga en relación con el tamaño de su cuerpo. Es común ver a veces a un Pachirisu persiguiéndose su cola, inclusive se cubren en ella para dormir o descansar. A pesar de lo cortas que son sus patas, es un Pokémon muy ágil.",
palkia,"Morado, Palkia es de tipo agua, debido a que las perlas se encuentran en el océano. Se trata de un gran Pokémon dragón creado por Arceus que tiene el poder de controlar el espacio a su merced y puede teletransportarse a través de este. Su ataque característico es corte vacío, el cual le permite desgarrar el espacio.",
palossand,"Marrón, Palossand está basado en un gran castillo de arena con una pala de playa saliendo de su parte superior. Su boca se asemeja a la puerta de entrada del castillo y sus ojos están en dos pequeñas ventanas, las torres de los costados las puede usar como extremidades para sujetar objetos o Pokémon.",
palpitoad,"Azul, Está basado en un renacuajo en plena metamorfosis. Las protuberancias de su cabeza pueden vibrar y producir terremotos y olas. Tienen lenguas largas y viscosas para atrapar a sus presas. Puede vivir tanto en el agua como en la tierra. Comparte las mismas características de metamorfosis que Poliwag y sus evoluciones, igual que comparte sus mismos ataques y características como la de su tipo.",
pancham,"Blanco, Pancham está basado en una cría de panda gigante, además muestra lo que parece ser una hoja de bambú en su boca, alimento principal del oso panda.",
pangoro,"Blanco, Pangoro está basado en un oso panda y en un banchō (una clase de líder delincuente japonés).",
panpour,"Azul, Panpour, a diferencia de Pansear y Pansage, es muy tranquilo y relajado, vive en bosques, lagos e incluso playas. Este Pokémon en los bosques y lagos come bayas mientras que en las playas entra al mar a cazar mariscos.
El agua que almacena en la borla de su cabeza está llena de nutrientes. Si se riega en una planta, crecerá rápidamente y se volverá de gran tamaño. Cuando usa escaldar su borla de la cabeza se vuelve de color rojo vivo hasta que lo lanza.
Su punto débil son los entornos secos. Almacena agua en sus mechones y con ella moja todo moviendo la cola.
Panpour sale con los ojos cerrados porque el ""trío de monos"" es una leyenda japonesa que representa ""no oigo"", ""no veo"" y ""no hablo"". Panpour es el mono que representa ""no veo"".",
pansage,"Verde, Tiene el aspecto de un mono, su cuerpo es de color verde y amarillo y su cola tiene forma de una hoja. Además, su cabeza tiene forma de brócoli con unas extrañas y diminutas semillas amarillas.",
pansear,"Rojo, Pansear vive en las cuevas de los volcanes, aunque se han avistado en bosques densos junto a Pansage y Panpour. En sus dos hábitats es muy difícil de ver en estado salvaje, ya que son muy rápidos y se esconden con facilidad. Estos Pokémon viven en manadas de 30 a 50 individuos. Se alimenta de bayas, en su mayoría las más secas, y también de pequeños animales, como aves y peces. En un estudio, una manada cocinaba con su fuego lo que cazaban. Es un Pokémon con mucha energía, cosa que se demuestra tanto en estado salvaje como cuando es capturado.",
paras,"Rojo, Paras es una especie de ninfa de cigarra, de color anaranjado, con ojos saltones y una boca con algo parecido a seis dientes con los que tritura alimentos no muy duros. Tiene cuatro patas muy finas, al contrario de sus grandes pinzas, que son dos. En algunos casos, las pinzas son usadas como punto de apoyo para Paras. En su lomo posee un par de hongos llamados ""Tochukaso"".",
parasect,"Rojo, Su diseño parece estar basado en algún tipo de cangrejo ermitaño, pero con un hongo en vez de una concha. A su vez, el concepto del hongo podría estar basado en un tipo de hongo parasitoide, que es capaz de tomar control del sistema nervioso del huésped. Si el hongo se desprende, Parasect dejará de moverse, corroborando así la teoría de que la seta parasitaría es quien controla al Pokémon.",
passimian,"Blanco, Passimian está basado tanto en un lemur como en un quarterback.",
patrat,"Marrón, Patrat está basado en un perrillo de las praderas y en un ratón, no obstante, su comportamiento durante la vigilia, así como su postura de vigilante, se asemeja más al de un suricata. Patrat tiene su barriga y parte de su cara de color marrón. Su cola es larga y recta con una punta blanca abierta. Tiene un diente de gran tamaño y en punta que sobresale de su boca. Patrat tiene una cara plana, pero sus mofletes son redondos y sus orejas son pequeñas y puntiagudas. Su cabeza tiene una banda negra que cubre los ojos, de tal manera que le da aspecto de antifaz. Sus ojos tienen el iris de color rojo con un anillo amarillo. Sus patas son pequeñas y negras con tres dedos en cada pie.",
pawniard,"Rojo, Pawniard está basado en un peón del ajedrez, así como en un bandido japonés.",
pelipper,"Amarillo, Tiene las mismas cualidades y costumbres que un pelícano, incluso su comportamiento. Al ser su pico exageradamente grande, es algo torpe maniobrando durante el vuelo, sin embargo, a pesar de ser grande, su pico no pesa casi nada.",
perrserker,"Marrón, Perrserker está basado tanto en un vikingo, como en los gatos que tiran del carro de Freyja (diosa de la mitología nórdica) y en la raza de gatos bosque de Noruega. Perrserker es bípedo, con una barba que cubre la parte delantera de su cuerpo y unos ojos rojos con forma de semicírculo.",
persian,"Amarillo, Persian es un Pokémon con la forma de un felino de gran tamaño, posee las características de un puna. Su pelaje es de textura lisa y tersa, de una tonalidad color crema claro. Sus orejas tienen un contorno color negro y posee en su frente un rubí que puede hacer brillar a voluntad principalmente usado para intimidar a sus rivales. Persian tiene seis llamativos bigotes bastante sensibles con los cuales puede sentir el más mínimo movimiento en el aire, delatando así la presencia cercana de algún Pokémon.",
petilil,"Verde, Petilil está basado en el bulbo de un tulipán.",
phanpy,"Azul, Phanpy es un Pokémon elefante de color azul celeste, con un hocico grande que le sirve para diversos propósitos, usándolo como una extremidad de agarre. Sus largas orejas actúan como abanicos para refrescarse y cuando está realmente soleado, por su gran vascularización.",
phantump,"Marrón, Phantump está basado en un kodama, un espíritu protector del bosque del folclore japonés, así como en las dríades, ninfas de los árboles de la mitología griega.",
pheromosa,"Blanco, Pheromosa esta basada tanto en en una cucaracha albina como en un copépodo.",
phione,"Azul, Phione está inspirado en el Ángel de mar. Es un Pokémon de tonalidad celeste, cuya cabeza es esférica y bastante grande para un cuerpo tan pequeño. Vale la pena mencionar que de la cabeza de Phione se desprende una extensa antena de color celeste. Sus brazos son redondos, y en medio de su cuerpo se puede apreciar una gema roja.",
pichu,"Amarillo, Pichu está basado en una ardilla, ratón o vizcacha. Pichu tiene una piel de color amarillo pálido, con las mejillas rosadas, una cola corta negra y orejas grandes, con bordeados de color negro. Su pequeño tamaño puede despistar a cualquier entrenador novato, pero puede paralizar incluso a humanos adultos.",
pidgeot,"Marrón, Los Pidgeot se asemejan a sus preevoluciones, aunque siendo de mayor tamaño y con un penacho de plumas sumamente largo y su cola con un tono rojizo uniforme.",
pidgeotto,"Marrón, Los Pidgeotto son aves grandes, quizá basadas en aves de presa y pescadoras, con garras afiladas, una cola de plumas rojas y amarillas, así como una cresta roja en su cabeza. Es bastante parecido a su evolución final, Pidgeot. La diferencia entre los dos es que las plumas en la cabeza de Pidgeot son más largas que las de Pidgeotto, Pidgeot es mucho más grande y las plumas de su cola son ahora solamente de color naranja.",
